44.2643773643,-91.9974962408,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'wesbraker'
45.051725,-93.1749416667,Chrysemys picta,Painted Turtle,Reptilia,"b'Arden Hills, MN, USA'",b'kyocat'
44.2773665962,-91.8348572233,Pituophis catenifer sayi,Bullsnake,Reptilia,"b'Minnesota, US'",b'wesbraker'
44.8375728716,-93.2229896178,Nerodia sipedon,Common Watersnake,Reptilia,"b'Minnesota Valley National Wildlife Refuge, Bloomington, MN, US'",b'badass_jfro'
45.4655616667,-92.8581,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Vibo Trail, Lindstrom, MN, US'",b'zancat'
45.2847833333,-92.8149866667,Chrysemys picta,Painted Turtle,Reptilia,"b'Oldfield Ave N, Scandia, MN, US'",b'annrinkenberger'
45.2783616667,-92.8350216667,Chrysemys picta bellii,Western Painted Turtle,Reptilia,"b'Nolan Ave N, Scandia, MN, US'",b'annrinkenberger'
45.0786953839,-93.2503498346,Chrysemys picta,Painted Turtle,Reptilia,"b'W Moore Lake Dr, Fridley, MN, US'",b'jrdnlamp'
44.8477333333,-93.3307283333,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Poplar Bridge Rd, Bloomington, MN, US'",b'ssleezer'
45.0337192718,-93.7051246765,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Minnesota, US'",b'carissab'
45.5033654524,-92.7540425905,Pituophis catenifer sayi,Bullsnake,Reptilia,"b'Minnesota, US'",b'jonnas___'
44.8585966667,-93.0602111667,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'US-52 S, Inver Grove Heights, MN, US'",b'ganderson58'
43.7654039722,-91.4324249722,Heterodon platirhinos,Eastern Hognose Snake,Reptilia,"b'Mound Prairie Township, MN, USA'",b'jlallaman'
44.8653194399,-93.7031036685,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Carver Park Reserve, Victoria, MN, US'",b'lkitrell'
45.1387106294,-93.7087658595,Plestiodon septentrionalis,Prairie Skink,Reptilia,"b'Minnesota, US'",b'carissab'
47.2539911606,-95.2318139748,Plestiodon septentrionalis,Prairie Skink,Reptilia,"b'Shevlin, MN, US'",b'joewhittaker'
44.8502477582,-93.5625912099,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Minnesota, US'",b'linajo'
45.1229624144,-93.0691378157,Chrysemys picta,Painted Turtle,Reptilia,"b'North Oaks, MN, US'",b'jenschmitt'
44.86847833,-93.49780333,Chrysemys picta,Painted Turtle,Reptilia,"b'Hames Way, Eden Prairie, MN, US'",b'jvanek'
45.493872113,-93.6950007579,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Sherburne National Wildlife Refuge, Zimmerman, MN, US'",b'lanetheadventurer'
44.7718086944,-93.1893646667,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Apple Valley, MN 55124, USA'",b'jcollotzi'
44.7666127994,-93.2716485707,Chrysemys picta,Painted Turtle,Reptilia,"b'Burnsville, MN, USA'",b'jhall29'
45.1649397849,-93.0810069226,Chrysemys picta,Painted Turtle,Reptilia,"b'Lino Lakes, MN, USA'",b'ryangrow'
45.0596145251,-92.9444381637,Chrysemys picta,Painted Turtle,Reptilia,"b'75th St N, Grant, MN, US'",b'jkeeney9810'
44.0095249105,-93.2761721628,Chrysemys picta,Painted Turtle,Reptilia,"b'SW 58th St, Owatonna, MN, US'",b'pauls_tucson'
44.8042308446,-93.3607892879,Chrysemys picta,Painted Turtle,Reptilia,"b'Bloomington Off-Leash Dog Park, Bloomington, MN, US'",b'fisheads'
44.7638076126,-92.933774069,Pantherophis ramspotti,Western Foxsnake,Reptilia,"b'Nininger Township, MN 55033, USA'",b'cschuldt'
45.0776416667,-92.8052883333,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Saint Croix National Scenic Riverway, Stillwater, MN, US'",b'kamonsen'
44.7100947618,-93.3366011048,Chrysemys picta,Painted Turtle,Reptilia,"b'Scott County, MN, USA'",b'cazimir'
45.06006929,-93.23297601,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Columbia Heights, MN 55421, USA'",b'nikkiburbs'
45.1994382857,-93.4284320628,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Hennepin County, US-MN, US'",b'carissab'
46.8635333333,-96.4401466667,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Glyndon, MN, US'",b'chrismerkord'
44.277616103,-93.2412672043,Storeria dekayi,DeKay's Brownsnake,Reptilia,b'River Bend Nature Center',b'elihowells'
47.2224735833,-91.3469057778,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Beaver Bay Township, MN, USA'",b'annpalecek'
45.0267252377,-92.9916938979,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Poplar Ave, North St. Paul, MN, US'",b'olivia_boyle'
45.3489670005,-93.106564366,Pituophis catenifer sayi,Bullsnake,Reptilia,"b'Minnesota, US'",b'matriarchalmoths'
44.9484116667,-93.0676028333,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Warner Rd, Saint Paul, MN, US'",b'adriennea'
47.7412394127,-91.5411461899,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,"b'Superior National Forest, Ely, MN, US'",b'seadoggy'
44.9203704,-93.4662399,Plestiodon septentrionalis,Prairie Skink,Reptilia,"b'Hopkins, MN 55345, USA'",b'benbullard'
44.927345,-93.4580383333,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Lake Street Ext, Minnetonka, MN, US'",b'clarekbrenn'
45.2580383333,-92.7648383333,Thamnophis sirtalis sirtalis,Eastern Garter Snake,Reptilia,"b'Saint Croix National Scenic Riverway, Scandia, MN, US'",b'matthewt6416'
44.3977916,-92.1011478,Lampropeltis triangulum,Eastern Milksnake,Reptilia,"b'21699 County Rd 77, Wabasha, MN 55981, USA'",b'annmcpete'
44.9856511158,-93.3171158557,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Willard-Hay, Minneapolis, MN, USA'",b'swanlefitte'
45.1613471667,-93.0156638833,Chrysemys picta,Painted Turtle,Reptilia,"b'Mercantile Dr N, Hugo, MN, US'",b'clarekbrenn'
47.2397216667,-95.20793,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Itasca State Park, Park Rapids, MN, US'",b'jess900127'
45.4567081745,-93.7147000106,Chrysemys picta,Painted Turtle,Reptilia,"b'Sherburne County, MN, USA'",b'safechrislaurie'
44.277616103,-93.2412672043,Thamnophis sirtalis,Common Garter Snake,Reptilia,b'River Bend Nature Center',b'elihowells'
45.1206027778,-93.2774583333,Chrysemys picta,Painted Turtle,Reptilia,"b'Fridley, MN 55432, USA'",b'carrie59'
47.87910725,-92.4191401,Storeria occipitomaculata,Red-bellied Snake,Reptilia,"b'Sundling Rd, Tower, MN, US'",b'lsundmark'
45.0164,-93.3917783333,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Hidden Valley Park, New Hope, MN, US'",b'barbheenanandersen'
44.7144307527,-93.3421654319,Chrysemys picta,Painted Turtle,Reptilia,"b'Murphy-Hanrehan Park Reserve, Prior Lake, MN, US'",b'pvanthull'
45.05835,-93.4605333333,Chrysemys picta,Painted Turtle,Reptilia,"b'Lake Camelot, Plymouth, MN, US'",b'elarson'
44.8450488248,-93.3695051246,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Hyland Lake Park Reserve, Bloomington, MN, US'",b'rynchaf'
44.845555,-93.3682783333,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Hyland Lake Park Reserve, Bloomington, MN, US'",b'rynchaf'
44.8383288761,-93.3751607054,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Hyland Lake Park Reserve, Bloomington, MN, US'",b'rynchaf'
45.4778231975,-93.7341633194,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'matthewt6416'
45.1548423767,-93.4498825073,Chelydra serpentina,Common Snapping Turtle,Reptilia,b'Dayton',b'pedsdoc'
44.8430012,-93.3706465,Chrysemys picta,Painted Turtle,Reptilia,"b'8737 E Bush Lake Rd, Bloomington, MN 55438, USA'",b'sisujlw'
45.4329948017,-93.0533969069,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'laima_liulevicius'
44.899521563,-93.0992080271,Chrysemys picta,Painted Turtle,Reptilia,"b'West St Paul, MN 55118, USA'",b'hannahhunter'
45.0306472778,-93.303565979,Chrysemys picta,Painted Turtle,Reptilia,b'Minneapolis',b'njeanneb'
44.1824166,-94.1059977,Pantherophis ramspotti,Western Foxsnake,Reptilia,"b'Belgrade Township, MN, USA'",b'debwhiteoak'
45.1203049199,-93.1390815425,Chrysemys picta,Painted Turtle,Reptilia,"b'Minnesota, US'",b'gutenfrog'
44.3480181151,-93.9504167042,Pantherophis ramspotti,Western Foxsnake,Reptilia,"b'St Peter, MN 56082, USA'",b'bibaker'
45.4533363365,-93.7771785503,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'kerdor'
44.8186180279,-93.5176672044,Plestiodon septentrionalis,Prairie Skink,Reptilia,"b'Flying Cloud Dr, Eden Prairie, MN, US'",b'matthewt6416'
44.8193633333,-93.5155033333,Storeria occipitomaculata,Red-bellied Snake,Reptilia,"b'Eden Prairie, MN, US'",b'matthewt6416'
44.77187,-93.1893466667,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Johnny Cake Ridge Rd, Apple Valley, MN, US'",b'matthewt6416'
46.2126384,-94.3534468,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Fort Ripley Township, MN, USA'",b'lcplinske'
46.2126384,-94.3534468,Chrysemys picta bellii,Western Painted Turtle,Reptilia,"b'Fort Ripley Township, MN, USA'",b'lcplinske'
44.7827533333,-93.1271138333,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Lebanon Hills Regional Park, Eagan, MN, US'",b'matthewt6416'
47.6346920059,-93.7377823145,Chrysemys picta,Painted Turtle,Reptilia,"b'Chippewa National Forest, Bigfork, MN, US'",b'limeyinmotion'
45.9368146737,-93.8535021986,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Sage Rd, Hillman, MN, US'",b'birdnerd13'
45.0601778333,-93.2329783333,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Kordiak County Park, Columbia Heights, MN, US'",b'trishhoskins'
45.5947883333,-93.2760466667,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'345th Ave NW, Cambridge, MN, US'",b'ecrumley'
48.279800415,-92.4807891846,Chrysemys picta,Painted Turtle,Reptilia,b'Crane Lake',b'finlander13'
46.8421383333,-92.0654916667,Chrysemys picta,Painted Turtle,Reptilia,"b'Woodland-Pleasantview, Duluth, MN, US'",b'elsnow'
46.8422166667,-92.0655666667,Chrysemys picta,Painted Turtle,Reptilia,"b'Woodland-Pleasantview, Duluth, MN, US'",b'elsnow'
46.2204788,-94.240329,Heterodon platirhinos,Eastern Hognose Snake,Reptilia,"b'Fort Ripley, MN 56449, USA'",b'lcplinske'
44.7979166667,-93.3028633333,Nerodia sipedon,Common Watersnake,Reptilia,"b'Colman Lake, Bloomington, MN, US'",b'magicite'
44.8556685556,-92.7789951111,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Denmark Township, MN, USA'",b'knor0009'
45.3790501,-93.3898171,Chrysemys picta,Painted Turtle,Reptilia,"b'Norris Lake, Minnesota 55303, USA'",b'safechrislaurie'
44.89655,-93.2564083333,Chrysemys picta,Painted Turtle,Reptilia,"b'Edward C. Solomon Park, Minneapolis, MN, US'",b'joempls'
46.4692961101,-93.2325509473,Chrysemys picta,Painted Turtle,Reptilia,"b'McGregor, MN, US'",b'trentjonas'
44.872975,-93.29557,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Wood Lake Nature Center, Richfield, MN, US'",b'xhatch800'
45.5679632282,-93.722778299,Chrysemys picta,Painted Turtle,Reptilia,"b'Minnesota, US'",b'jlhoh'
45.5785399878,-93.1348167984,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'laima_liulevicius'
43.9828752461,-95.0485252559,Storeria occipitomaculata,Red-bellied Snake,Reptilia,"b'Minnesota, US'",b'prairie_anthropocene'
45.1418917853,-92.7655582502,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Square Lake Trail N, Stillwater, MN, US'",b'edeeerenz'
45.1310461615,-93.1534825372,Chrysemys picta bellii,Western Painted Turtle,Reptilia,"b'Circle Pines, MN 55014, USA'",b'ryangrow'
44.8988228,-93.0956657,Chrysemys picta,Painted Turtle,Reptilia,"b'West St Paul, MN 55118, USA'",b'hannahhunter'
44.8868108147,-93.2929110276,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Richfield Lake, Richfield, MN, US'",b'tamerae'
45.3194746377,-93.9498418379,Chrysemys picta,Painted Turtle,Reptilia,"b'Lake Maria State Park, Monticello, MN, US'",b'lanetheadventurer'
45.1987633333,-93.29657,Chrysemys picta,Painted Turtle,Reptilia,"b'Avocet St NW, Coon Rapids, MN, US'",b'kmcallahan2comcastnet'
44.8308871316,-93.6261407035,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Minnesota, US'",b'therealestreya'
44.8832982,-93.2830021,Chrysemys picta,Painted Turtle,Reptilia,"b'Richfield, MN, USA'",b'tefetro'
45.071801422,-93.4747499304,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Hennepin County, US-MN, US'",b'carissab'
45.0264873977,-93.4734361437,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Orchid Ln N, Plymouth, MN, US'",b'behajder'
45.1792766568,-93.4375754812,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Hennepin County, US-MN, US'",b'carissab'
44.2618573088,-96.2464266398,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'alisoncariveau'
45.049759,-93.439474,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Pineview Ln & 54th Ave #2, Plymouth, MN 55442, USA'",b'theotherkevinsmith'
45.3469616951,-93.4160814139,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Anoka County, MN, USA'",b'safechrislaurie'
44.9536884773,-92.9539104179,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Oakdale, MN 55128, USA'",b'mottled_sculpin'
43.8069992065,-91.7464447021,Graptemys geographica,Northern Map Turtle,Reptilia,b'Rushford',b'hufflepotts'
44.7454222222,-93.615875,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Scott County, MN, USA'",b'carycoop'
44.9041284569,-93.2491964665,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Lake Nokomis Park, Minneapolis, MN, USA'",b'mmmiller'
45.4294369993,-93.7903145069,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'kerdor'
46.8240782571,-92.0868068933,Chrysemys picta,Painted Turtle,Reptilia,"b'Arrowhead Rd @ 800, Duluth, MN 55811, USA'",b'michelle770'
44.92828,-92.7684033333,Pantherophis ramspotti,Western Foxsnake,Reptilia,"b'Quinlan Ave S, Lake St. Croix Beach, MN, US'",b'dkp1428'
45.4733293458,-93.7208723277,Chrysemys picta bellii,Western Painted Turtle,Reptilia,"b'Blue Hill Township, MN, USA'",b'kerdor'
44.4664931638,-93.1797318647,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Lashbrook Park, Northfield, MN, US'",b'herons_pccs'
44.4624587646,-93.1510893237,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Carleton College, Northfield, MN, US'",b'blaketr'
44.7652072493,-93.1109955475,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'126th St W, Rosemount, MN, US'",b'cabegacactus'
44.578077,-92.6105349722,Pantherophis ramspotti,Western Foxsnake,Reptilia,"b'Red Wing, MN, USA'",b'mediachef'
45.1128849363,-93.140364794,Chrysemys picta,Painted Turtle,Reptilia,"b'Shoreview, MN 55126, USA'",b'ryangrow'
45.1150549192,-93.1397021003,Chrysemys picta,Painted Turtle,Reptilia,"b'Shoreview, MN 55126, USA'",b'ryangrow'
47.589975,-91.14309,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Lake No. 1, MN, USA'",b'nate-quadhamer'
45.5471275533,-93.7055607702,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'andrewscarpulla'
46.4411011851,-93.9654989902,Chrysemys picta,Painted Turtle,Reptilia,"b'Klondyke Rd, Ironton, MN, US'",b'cowpie21'
45.4096039857,-93.7718132986,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'safechrislaurie'
47.864595441,-95.0844691258,Chrysemys picta,Painted Turtle,Reptilia,"b'Blake Lake Rd, Grygla, MN, US'",b'ashanishinaabe'
44.9033284514,-93.270330364,Chrysemys picta bellii,Western Painted Turtle,Reptilia,"b'E Diamond Lake Rd, Minneapolis, MN, US'",b'loganluce'
45.0818861667,-93.4534133333,Chrysemys picta,Painted Turtle,Reptilia,"b'Crest Dr, Maple Grove, MN, US'",b'louweez'
44.9015059722,-93.497478,Plestiodon septentrionalis,Prairie Skink,Reptilia,"b'Hopkins, MN 55345, USA'",b'benbullard'
45.0804666667,-92.8853533333,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Dellwood Rd N, Grant, MN, US'",b'krmunson'
47.9391753688,-91.4689715985,Chrysemys picta,Painted Turtle,Reptilia,"b'Lake County, MN, USA'",b'craighaberman'
46.0120405867,-92.6248526573,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Pine County, US-MN, US'",b'jmweidler2'
46.6159587512,-95.9334454461,Chrysemys picta,Painted Turtle,Reptilia,"b'Crystal Hills Dr, Pelican Rapids, MN, US'",b'entzion'
44.9594833333,-93.8075116667,Chrysemys picta,Painted Turtle,Reptilia,"b'Luce Line Trail, Delano, MN, US'",b'roguemo'
45.0045888833,-93.5169666667,Chrysemys picta bellii,Western Painted Turtle,Reptilia,"b'Walnut Grove Ln N, Plymouth, MN, US'",b'adventure_strap_is_on'
44.5417842,-92.799591,Pantherophis ramspotti,Western Foxsnake,Reptilia,"b'Sunset Trail, Cannon Falls, MN 55009, USA'",b'andybirkey'
44.8810866667,-93.2900283333,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Wood Lake Nature Center, Richfield, MN, US'",b'xhatch800'
47.92525,-91.8871444444,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Morse Township, MN 55731, USA'",b'cynthia_doniger'
45.3109644682,-92.7665538238,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'mfomara'
46.7316976178,-92.7439099823,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Carlton County, MN, USA'",b'k-bot'
44.8892936707,-93.0215072632,Chelydra serpentina,Common Snapping Turtle,Reptilia,b'South Saint Paul',b'vemelat'
44.889295,-93.0215083333,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'South Saint Paul, MN, US'",b'vemelat'
48.6310966667,-95.5353916667,Chrysemys picta,Painted Turtle,Reptilia,"b'Hayes Lake State Park, Roseau, MN, US'",b'paddlinmadeleine'
45.1709883333,-92.7616883333,Chrysemys picta,Painted Turtle,Reptilia,"b'Saint Croix National Scenic Riverway, Marine On Saint Croix, MN, US'",b'diatomaniac'
44.7554666667,-92.8758,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Hastings, MN, US'",b'didrikson'
47.1218158235,-95.1592287049,Chrysemys picta,Painted Turtle,Reptilia,"b'Clover Township, MN 56470, USA'",b'kalie1'
44.883918683,-93.4280577829,Chrysemys picta,Painted Turtle,Reptilia,"b'Bryant Lake Regional Park, Eden Prairie, MN, US'",b'jklopp'
44.9910742152,-92.8978018385,Chrysemys picta,Painted Turtle,Reptilia,b'Lake Elmo Nature reserve',b'mottled_sculpin'
45.5964843625,-93.69384037,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'maianicole'
47.270725,-95.0600195,Chrysemys picta,Painted Turtle,Reptilia,"b'Quiet Dr, Laporte, MN, US'",b'jonsweetman'
45.5665058262,-93.7402311395,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'kerdor'
46.7232305556,-92.1880805556,Chrysemys picta,Painted Turtle,Reptilia,"b'St. Louis, Minnesota, United States'",b'davidenrique'
45.2921707953,-92.7625085239,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Saint Croix National Scenic Riverway, Scandia, MN, US'",b'aberquist'
45.060375,-93.4607249722,Chrysemys picta,Painted Turtle,Reptilia,"b'Plymouth, MN 55446, USA'",b'theotherkevinsmith'
44.1249695,-94.0250028333,Chrysemys picta,Painted Turtle,Reptilia,"b'Mankato, MN, US'",b'shelley215'
44.8477033333,-92.795175,Pantherophis ramspotti,Western Foxsnake,Reptilia,"b'Afton State Park, Hastings, MN, US'",b'rromain'
45.2983553153,-93.3779944852,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'jammingjack99'
47.3967216667,-91.3138633333,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Lake, Minnesota, United States'",b'jwalewski'
48.57413833,-93.399825,Chrysemys picta,Painted Turtle,Reptilia,"b'Pleasant Ave, International Falls, MN, US'",b'mgnhwrd'
48.43493667,-92.84419167,Chrysemys picta bellii,Western Painted Turtle,Reptilia,"b'Voyageurs National Park, Orr, MN, US'",b'mgnhwrd'
44.85577,-92.7745366667,Pantherophis ramspotti,Western Foxsnake,Reptilia,"b'Afton State Park, Hastings, MN, US'",b'andernj'
44.1384230416,-91.9900970704,Aspidoscelis sexlineatus,Six-lined Racerunner,Reptilia,"b'Winona County, MN, USA'",b'gonodactylus'
45.5101838574,-92.9931055382,Heterodon platirhinos,Eastern Hognose Snake,Reptilia,"b'North Branch, MN, USA'",b'ashleydarst'
45.02206,-93.014818,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'North St Paul, MN 55109, USA'",b'gleno29'
46.3411839,-94.215956,Graptemys geographica,Northern Map Turtle,Reptilia,"b'E River Rd, Brainerd, MN 56401, USA'",b'lcplinske'
46.332582474,-94.2172873166,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Brainerd, MN 56401, USA'",b'lcplinske'
45.2858319561,-93.3742691907,Apalone spinifera,Spiny Softshell,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Chrysemys picta,Painted Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2858318423,-93.3741828656,Graptemys geographica,Northern Map Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
47.5815048057,-91.6638563946,Chrysemys picta,Painted Turtle,Reptilia,"b'Lake No. 2, MN, USA'",b'mllochne'
46.9200533333,-95.76992,Chrysemys picta,Painted Turtle,Reptilia,"b'Rock Lake Access Rd, Detroit Lakes, MN, US'",b'kevin479'
46.4665608383,-93.6607740819,Chrysemys picta,Painted Turtle,Reptilia,"b'Nordland Township, MN 56431, USA'",b'ladyoferngully'
45.3004636208,-92.7848378508,Emydoidea blandingii,Blanding's Turtle,Reptilia,"b'Minnesota, US'",b'emmalou014'
45.879168,-95.380594,Chrysemys picta,Painted Turtle,Reptilia,"b'12th Ave W, Alexandria, MN, US'",b'amalievj'
45.474605,-93.9380716667,Chrysemys picta bellii,Western Painted Turtle,Reptilia,"b'Elk Lake, Clear Lake, MN, US'",b'ekolosova'
44.7053972195,-93.4129767322,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Wilderness Pond Park, Prior Lake, MN, US'",b'ejmeyer'
46.6093833333,-95.93412,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Crystal Hills Dr, Pelican Rapids, MN, US'",b'entzion'
45.2879454231,-93.3736683112,Apalone spinifera,Spiny Softshell,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
45.2382572721,-93.4262537437,Chrysemys picta,Painted Turtle,Reptilia,"b'Ramsey, MN 55303, USA'",b'safechrislaurie'
46.7210527778,-92.1854666667,Chrysemys picta bellii,Western Painted Turtle,Reptilia,"b'West Duluth, Duluth, MN, USA'",b'davidenrique'
45.1655778333,-92.8283466667,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Oldfield Rd N, Marine On Saint Croix, MN, US'",b'starrbright651'
44.1630472656,-94.0927026048,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'South Bend Township, MN, USA'",b'tieran'
47.4652894893,-94.8765563965,Chrysemys picta,Painted Turtle,Reptilia,"b'Bemidji, MN 56601, USA'",b'capt_jonmorgan'
44.9767916667,-93.00680555,Chrysemys picta,Painted Turtle,Reptilia,"b'Edgewater Blvd, Saint Paul, MN, US'",b'thesilverfox06'
46.7167074373,-94.2047611904,Chrysemys picta,Painted Turtle,Reptilia,"b'Father Foley Dr, Pine River, MN, US'",b'peterschmidt6'
44.0905300884,-93.5145120607,Chrysemys picta,Painted Turtle,Reptilia,"b'Northwest Park, Waseca, MN 56093, USA'",b'pauls_tucson'
44.7570555658,-93.1519753766,Chrysemys picta,Painted Turtle,Reptilia,"b'Innisfree Park, Rosemount, MN, US'",b'bongtong'
44.8993533333,-93.5298916667,Chelydra serpentina,Common Snapping Turtle,Reptilia,"b'Silverwood Park, Shorewood, MN, US'",b'mitchell18'
45.0640296936,-93.4164581299,Chrysemys picta,Painted Turtle,Reptilia,b'Plymouth',b'mnnewbie'
47.9826088431,-91.8211020808,Chrysemys picta,Painted Turtle,Reptilia,"b'Superior National Forest, Ely, MN, US'",b'corvidologist'
47.98265,-91.82148,Thamnophis sirtalis,Common Garter Snake,Reptilia,"b'Superior National Forest, Ely, MN, US'",b'corvidologist'
